Cust_ID,Age,State,City Tier,Avg Daily Distance Travells (km),Annual Income Range
Cust_453,33,Delhi,Tier 1,16.88,1200000+
Cust_454,33,Maharashtra,Metro,14.21,150000-300000
Cust_455,34,West Bengal,Tier 3,21.87,1200000+
Cust_456,32,Madhya Pradesh,Tier 2,21.51,150000-300000
Cust_457,33,Delhi,Tier 1,49.69,300000-500000
Cust_458,33,Gujarat,Tier 1,8.34,150000-300000
Cust_459,35,Delhi,Tier 2,64.51,1200000+
Cust_460,33,Rajasthan,Tier 1,7.26,500000-800000
Cust_461,31,Delhi,Tier 3,14.9,150000-300000
Cust_462,31,West Bengal,Tier 3,67.97,300000-500000
Cust_463,33,Uttar Pradesh,Tier 1,14.76,500000-800000
Cust_464,35,Gujarat,Metro,5.58,1200000+
Cust_465,31,Maharashtra,Tier 3,7.31,150000-300000
Cust_466,33,Madhya Pradesh,Metro,70.81,150000-300000
Cust_467,33,Delhi,Metro,13.59,150000-300000
Cust_468,32,Madhya Pradesh,Tier 3,6.65,500000-800000
Cust_469,34,Rajasthan,Tier 2,68.85,300000-500000
Cust_470,33,Delhi,Tier 2,12.61,1200000+
Cust_471,35,Delhi,Metro,38.78,300000-500000
Cust_472,34,Delhi,Tier 3,18.68,300000-500000
Cust_473,31,Madhya Pradesh,Tier 3,60.36,150000-300000
Cust_474,31,Madhya Pradesh,Tier 3,9.66,500000-800000
Cust_475,33,Rajasthan,Metro,44.63,1200000+
Cust_476,31,Karnataka,Metro,24.48,800000-1200000
Cust_477,32,Delhi,Metro,69.42,300000-500000
Cust_478,35,Uttar Pradesh,Tier 2,73.63,300000-500000
Cust_479,34,Tamil Nadu,Metro,60.79,300000-500000
Cust_480,31,Delhi,Tier 3,76.08,150000-300000
Cust_481,33,Karnataka,Tier 1,44.12,300000-500000
Cust_482,32,Maharashtra,Tier 2,52.38,300000-500000
Cust_483,31,Uttar Pradesh,Tier 3,39.16,150000-300000
Cust_484,35,Rajasthan,Tier 1,42.54,300000-500000
Cust_485,32,Madhya Pradesh,Tier 1,48.74,300000-500000
Cust_486,34,West Bengal,Metro,26.26,300000-500000
Cust_487,31,Rajasthan,Tier 2,35.84,150000-300000
Cust_488,31,Delhi,Metro,41.96,300000-500000
Cust_489,35,West Bengal,Tier 2,20.11,150000-300000
Cust_490,32,Punjab,Tier 1,46.17,300000-500000
Cust_491,34,Karnataka,Metro,70.31,150000-300000
Cust_492,31,Delhi,Tier 2,34.69,1200000+
Cust_493,31,Tamil Nadu,Tier 2,44.14,500000-800000
Cust_494,31,West Bengal,Tier 3,48.58,150000-300000
Cust_495,32,Rajasthan,Tier 2,69.14,500000-800000
Cust_496,35,Gujarat,Tier 1,63.73,300000-500000
Cust_497,34,Karnataka,Tier 3,69.11,300000-500000
Cust_498,31,Maharashtra,Metro,24.03,500000-800000
Cust_499,32,Gujarat,Tier 2,19.84,1200000+
Cust_500,35,Maharashtra,Tier 2,18.69,500000-800000
Cust_501,34,Madhya Pradesh,Tier 3,39.64,150000-300000
Cust_502,34,Gujarat,Tier 1,30.74,150000-300000
Cust_503,35,Delhi,Tier 1,34.01,500000-800000
Cust_504,31,Tamil Nadu,Tier 3,66.29,150000-300000
Cust_505,32,Maharashtra,Metro,28.47,800000-1200000
Cust_506,33,Maharashtra,Tier 3,46.5,300000-500000
Cust_507,32,Karnataka,Tier 3,63.42,300000-500000
Cust_508,33,Tamil Nadu,Metro,35.98,1200000+
Cust_509,33,Karnataka,Tier 3,27.39,300000-500000
Cust_510,35,Maharashtra,Tier 3,77.98,1200000+
Cust_511,34,Delhi,Tier 2,52.42,800000-1200000
Cust_512,34,Delhi,Tier 1,31.38,500000-800000
Cust_513,34,West Bengal,Tier 2,16.55,800000-1200000
Cust_514,31,Uttar Pradesh,Metro,47.63,500000-800000
Cust_515,34,Gujarat,Tier 3,42.52,500000-800000
Cust_516,31,Punjab,Tier 2,69.86,300000-500000
Cust_517,32,Karnataka,Metro,12.24,300000-500000
Cust_518,31,Karnataka,Metro,49.56,300000-500000
Cust_519,32,Madhya Pradesh,Metro,21,150000-300000
Cust_520,34,Tamil Nadu,Tier 2,18.49,300000-500000
Cust_521,34,Rajasthan,Metro,51.4,500000-800000
Cust_522,32,Madhya Pradesh,Metro,19.35,300000-500000
Cust_523,33,Delhi,Tier 2,52.43,150000-300000
Cust_524,33,Gujarat,Tier 2,6.08,300000-500000
Cust_525,35,Tamil Nadu,Metro,57.32,150000-300000
Cust_526,33,Delhi,Tier 1,79.41,800000-1200000
Cust_527,31,Punjab,Tier 1,34.06,500000-800000
Cust_528,34,West Bengal,Metro,70.73,500000-800000
Cust_529,34,Rajasthan,Tier 1,31.67,300000-500000
Cust_530,32,Uttar Pradesh,Tier 1,76.91,800000-1200000
Cust_531,34,Madhya Pradesh,Tier 3,17.16,1200000+
Cust_532,34,Rajasthan,Metro,74.02,800000-1200000
Cust_533,35,Karnataka,Metro,33.54,800000-1200000
Cust_534,31,Madhya Pradesh,Tier 2,6.59,300000-500000
Cust_535,35,Tamil Nadu,Tier 2,40.36,1200000+
Cust_536,32,Gujarat,Tier 2,56.5,800000-1200000
Cust_537,34,Punjab,Tier 1,57.97,300000-500000
Cust_538,31,Punjab,Tier 3,35.81,500000-800000
Cust_539,34,Maharashtra,Tier 3,34.33,150000-300000
Cust_540,31,Delhi,Tier 1,79.89,300000-500000
Cust_541,33,Rajasthan,Metro,11.81,300000-500000
Cust_542,33,Tamil Nadu,Metro,73.56,150000-300000
Cust_543,35,Maharashtra,Tier 3,23.94,800000-1200000
Cust_544,35,West Bengal,Metro,30.69,800000-1200000
Cust_545,33,Rajasthan,Metro,57.86,150000-300000
Cust_546,35,Gujarat,Tier 3,40.72,150000-300000
Cust_547,31,West Bengal,Tier 3,24.72,500000-800000
Cust_548,33,Gujarat,Tier 2,79.93,300000-500000
Cust_549,35,Delhi,Tier 1,27.82,1200000+
Cust_550,31,Delhi,Metro,7.01,150000-300000
Cust_551,33,Punjab,Tier 2,65.91,300000-500000
Cust_552,31,Karnataka,Tier 2,76.53,300000-500000
Cust_553,33,Rajasthan,Tier 3,49.44,800000-1200000
Cust_554,31,Karnataka,Metro,17.65,150000-300000
Cust_555,34,Delhi,Tier 3,59.34,800000-1200000
Cust_556,32,West Bengal,Metro,28.82,500000-800000
Cust_557,35,West Bengal,Tier 1,62.71,150000-300000
Cust_558,34,Rajasthan,Tier 3,30.48,150000-300000
Cust_559,31,Delhi,Tier 2,10.28,800000-1200000
Cust_560,31,Uttar Pradesh,Tier 3,11.54,150000-300000
Cust_561,34,Maharashtra,Tier 3,56.74,800000-1200000
Cust_562,35,Karnataka,Tier 2,23.65,500000-800000
Cust_563,32,Karnataka,Metro,49.48,800000-1200000
Cust_564,31,Delhi,Tier 2,31.8,150000-300000
Cust_565,32,West Bengal,Metro,64.56,1200000+
Cust_566,34,Karnataka,Metro,79.62,300000-500000
Cust_567,32,Madhya Pradesh,Tier 1,69.42,300000-500000
Cust_568,35,West Bengal,Tier 2,48.08,150000-300000
Cust_569,33,Gujarat,Metro,60.13,150000-300000
Cust_570,33,Delhi,Metro,18.52,150000-300000
Cust_571,34,Delhi,Tier 3,67.49,300000-500000
Cust_572,33,Maharashtra,Tier 2,33.42,500000-800000
Cust_573,35,Madhya Pradesh,Tier 3,45.79,300000-500000
Cust_574,35,Delhi,Metro,30.68,150000-300000
Cust_575,33,Karnataka,Tier 1,67.17,800000-1200000
Cust_576,35,Maharashtra,Tier 2,36.95,300000-500000
Cust_577,32,Punjab,Tier 2,49.78,800000-1200000
Cust_578,32,Gujarat,Metro,6.76,300000-500000
Cust_579,35,West Bengal,Tier 1,73.39,300000-500000
Cust_580,32,Delhi,Tier 1,73.42,500000-800000
Cust_581,33,Tamil Nadu,Metro,27.88,300000-500000
Cust_582,34,Karnataka,Tier 2,58.61,150000-300000
Cust_583,35,Maharashtra,Metro,47.51,1200000+
Cust_584,33,Maharashtra,Tier 3,78.55,150000-300000
Cust_585,33,West Bengal,Metro,31.34,300000-500000
Cust_586,31,Madhya Pradesh,Tier 1,10.1,300000-500000
Cust_587,33,Delhi,Metro,20.87,800000-1200000
Cust_588,34,Uttar Pradesh,Metro,7.91,150000-300000
Cust_589,32,Uttar Pradesh,Tier 3,58.08,300000-500000
Cust_590,31,Punjab,Metro,15.49,150000-300000
Cust_591,31,West Bengal,Metro,39.01,150000-300000
Cust_592,34,Punjab,Tier 2,64.34,150000-300000
Cust_593,34,Maharashtra,Tier 3,38.1,500000-800000
Cust_594,32,Uttar Pradesh,Tier 1,47.27,1200000+
Cust_595,33,Punjab,Tier 2,37,300000-500000
Cust_596,31,Gujarat,Tier 1,40.13,150000-300000
Cust_597,32,Rajasthan,Tier 1,50.89,300000-500000
Cust_598,33,Punjab,Metro,40.72,300000-500000
Cust_599,33,Karnataka,Tier 3,16.82,150000-300000
Cust_600,34,Karnataka,Tier 1,63.54,300000-500000
Cust_601,33,Tamil Nadu,Tier 1,77.77,500000-800000
Cust_602,35,Tamil Nadu,Tier 3,48.05,1200000+
Cust_603,32,Punjab,Metro,44.61,150000-300000
Cust_604,32,Delhi,Metro,54.62,300000-500000
Cust_605,34,Delhi,Tier 3,77.36,150000-300000
Cust_606,34,Rajasthan,Tier 2,12.3,800000-1200000
Cust_607,35,Delhi,Metro,22.57,800000-1200000
Cust_608,34,Maharashtra,Tier 2,50.94,500000-800000
Cust_609,31,Delhi,Metro,60.48,300000-500000
Cust_610,35,Maharashtra,Tier 1,11.61,150000-300000
Cust_611,35,Rajasthan,Tier 3,32.26,800000-1200000
Cust_612,32,Uttar Pradesh,Tier 2,59.07,500000-800000
Cust_613,34,West Bengal,Tier 1,27.63,150000-300000
Cust_614,33,Uttar Pradesh,Metro,37.61,300000-500000
Cust_615,33,Uttar Pradesh,Tier 1,48.62,300000-500000
Cust_616,35,Karnataka,Tier 1,66.72,500000-800000
Cust_617,33,Uttar Pradesh,Metro,46.82,150000-300000
Cust_618,33,West Bengal,Tier 1,9.34,150000-300000
Cust_619,35,Punjab,Tier 1,58.61,150000-300000
Cust_620,33,Madhya Pradesh,Tier 2,19.35,150000-300000
Cust_621,33,Uttar Pradesh,Metro,62.85,150000-300000
Cust_622,33,Karnataka,Tier 1,41.98,1200000+
Cust_623,35,Uttar Pradesh,Tier 1,63.18,150000-300000
Cust_624,32,Gujarat,Tier 3,47.87,500000-800000
Cust_625,32,Madhya Pradesh,Metro,67.67,150000-300000
Cust_626,32,West Bengal,Metro,33.45,800000-1200000
Cust_627,34,Maharashtra,Metro,65.6,150000-300000
Cust_628,32,Tamil Nadu,Tier 2,61.59,300000-500000
Cust_629,33,Maharashtra,Metro,67.92,800000-1200000
Cust_630,33,Rajasthan,Tier 3,36.08,300000-500000
Cust_631,32,Karnataka,Tier 2,42.24,300000-500000
Cust_632,34,Madhya Pradesh,Tier 1,11.12,500000-800000
Cust_633,35,Gujarat,Tier 3,75.45,500000-800000
Cust_634,35,Maharashtra,Tier 2,16.6,1200000+
Cust_635,35,Madhya Pradesh,Tier 1,48.26,500000-800000
Cust_636,31,West Bengal,Tier 2,43.49,500000-800000
Cust_637,35,Tamil Nadu,Metro,60.32,300000-500000
Cust_638,33,Tamil Nadu,Tier 1,21.92,150000-300000
Cust_639,35,Punjab,Tier 1,53.45,150000-300000
Cust_640,32,West Bengal,Tier 2,58.72,800000-1200000
Cust_641,33,Delhi,Tier 1,37.32,300000-500000
Cust_642,33,Maharashtra,Tier 3,37.17,150000-300000
Cust_643,32,West Bengal,Tier 2,46.03,300000-500000
Cust_644,32,Delhi,Tier 1,9.87,150000-300000
Cust_645,31,Maharashtra,Metro,21.25,300000-500000
Cust_646,32,Delhi,Tier 3,27.8,300000-500000
Cust_647,33,Karnataka,Tier 3,77.58,500000-800000
Cust_648,34,Uttar Pradesh,Tier 3,78.29,800000-1200000
Cust_649,32,Maharashtra,Tier 3,17.9,300000-500000
Cust_650,31,Madhya Pradesh,Metro,77.28,500000-800000
Cust_651,35,Punjab,Tier 3,67.45,300000-500000
Cust_652,35,Tamil Nadu,Metro,48.64,500000-800000
Cust_653,35,West Bengal,Tier 3,16.81,300000-500000
Cust_654,33,Tamil Nadu,Metro,30.61,150000-300000
Cust_655,31,West Bengal,Tier 2,25.78,800000-1200000
Cust_656,34,Uttar Pradesh,Metro,65.17,150000-300000
Cust_657,33,Madhya Pradesh,Metro,18.15,150000-300000
Cust_658,33,Tamil Nadu,Tier 3,41.24,500000-800000
Cust_659,31,Gujarat,Tier 2,31.04,150000-300000
Cust_660,31,Uttar Pradesh,Metro,17.4,800000-1200000
Cust_661,31,Punjab,Tier 2,52.68,300000-500000
Cust_662,31,Uttar Pradesh,Metro,16.15,1200000+
Cust_663,32,Madhya Pradesh,Tier 1,57.64,300000-500000
Cust_664,31,Delhi,Tier 1,16.14,500000-800000
Cust_665,32,Delhi,Tier 3,74.23,150000-300000
Cust_666,35,Karnataka,Tier 3,63.4,800000-1200000
Cust_667,35,Uttar Pradesh,Tier 2,20.55,500000-800000
Cust_668,35,Rajasthan,Tier 1,8.73,150000-300000
Cust_669,31,Delhi,Tier 3,73.76,150000-300000
Cust_670,31,Rajasthan,Tier 3,69.89,150000-300000
Cust_671,35,Rajasthan,Tier 3,30.74,150000-300000
Cust_672,32,Gujarat,Tier 3,53.86,150000-300000
Cust_673,34,Punjab,Tier 3,66.43,150000-300000
Cust_674,33,Tamil Nadu,Tier 3,22.94,800000-1200000
Cust_675,35,Delhi,Tier 3,9.67,150000-300000
Cust_676,34,Tamil Nadu,Tier 3,48.76,150000-300000
Cust_677,35,Uttar Pradesh,Tier 1,57.55,150000-300000
Cust_678,35,Punjab,Tier 2,70.62,500000-800000
Cust_679,32,Karnataka,Tier 3,71.58,500000-800000
Cust_680,31,Uttar Pradesh,Tier 1,38.34,500000-800000
Cust_681,35,Delhi,Tier 2,31.76,800000-1200000
Cust_682,31,Punjab,Tier 3,69.06,150000-300000
Cust_683,33,Karnataka,Metro,37.61,150000-300000
Cust_684,33,Delhi,Tier 2,60.47,1200000+
Cust_685,33,Maharashtra,Metro,73.38,300000-500000
Cust_686,32,Rajasthan,Tier 2,12.8,150000-300000
Cust_687,32,Delhi,Tier 2,6.91,800000-1200000
Cust_688,31,Delhi,Metro,15.04,300000-500000
Cust_689,32,West Bengal,Metro,73.95,300000-500000
Cust_690,33,Tamil Nadu,Tier 2,13.59,800000-1200000
Cust_691,35,Tamil Nadu,Metro,63.31,150000-300000
Cust_692,32,Tamil Nadu,Tier 3,39.33,800000-1200000
Cust_693,33,Madhya Pradesh,Tier 1,69.4,500000-800000
Cust_694,34,Uttar Pradesh,Metro,15.14,150000-300000
Cust_695,32,Rajasthan,Tier 3,20.5,500000-800000
Cust_696,31,Madhya Pradesh,Tier 3,37.31,150000-300000
Cust_697,31,Punjab,Tier 1,43.74,500000-800000
Cust_698,34,Maharashtra,Metro,50.6,500000-800000
Cust_699,34,Punjab,Metro,29.58,300000-500000
Cust_700,35,West Bengal,Metro,71.52,150000-300000
Cust_701,33,Gujarat,Metro,9.1,150000-300000
Cust_702,33,Tamil Nadu,Tier 3,57.98,500000-800000
Cust_703,33,Madhya Pradesh,Tier 1,26.42,1200000+
Cust_704,33,West Bengal,Metro,49.07,300000-500000
Cust_705,35,Karnataka,Tier 3,57.06,150000-300000
Cust_706,35,Punjab,Tier 1,23.86,300000-500000
Cust_707,35,West Bengal,Tier 2,18.38,150000-300000
Cust_708,33,Delhi,Metro,8.67,1200000+
Cust_709,32,Uttar Pradesh,Tier 2,14.99,300000-500000
Cust_710,33,West Bengal,Tier 3,76.47,300000-500000
Cust_711,32,Tamil Nadu,Tier 2,35.98,800000-1200000
Cust_712,34,Punjab,Tier 2,78.75,300000-500000
Cust_713,35,Maharashtra,Tier 1,16.95,1200000+
Cust_714,34,Rajasthan,Metro,51.2,150000-300000
Cust_715,33,Punjab,Tier 3,73.33,300000-500000
Cust_716,32,Maharashtra,Tier 2,15.06,150000-300000
Cust_717,32,Punjab,Tier 3,33.84,150000-300000
Cust_718,35,Gujarat,Tier 3,22.62,300000-500000
Cust_719,32,Tamil Nadu,Tier 3,20.18,300000-500000
Cust_720,34,West Bengal,Tier 3,47.02,1200000+
Cust_721,34,Maharashtra,Tier 2,74.46,300000-500000
Cust_722,33,Delhi,Metro,18.07,300000-500000
Cust_723,33,West Bengal,Metro,74.22,500000-800000
Cust_724,31,Delhi,Metro,18.84,800000-1200000
Cust_725,35,Gujarat,Tier 2,75.52,300000-500000
Cust_726,32,Madhya Pradesh,Tier 1,5.78,150000-300000
Cust_727,35,Uttar Pradesh,Tier 2,68.56,300000-500000
Cust_728,33,Punjab,Tier 2,67.46,800000-1200000
Cust_729,35,West Bengal,Tier 1,61.11,300000-500000
Cust_730,35,Tamil Nadu,Tier 1,11.83,150000-300000
Cust_731,35,Maharashtra,Tier 3,54.16,150000-300000
Cust_732,34,Delhi,Tier 2,8.37,300000-500000
Cust_733,34,Maharashtra,Tier 3,78.71,150000-300000
Cust_734,35,Madhya Pradesh,Metro,38.1,1200000+
Cust_735,35,Karnataka,Tier 1,9.83,300000-500000
Cust_736,34,Gujarat,Tier 3,22.99,150000-300000
Cust_737,34,Tamil Nadu,Tier 3,9,500000-800000
Cust_738,34,Gujarat,Tier 3,35.58,300000-500000
Cust_739,34,Rajasthan,Tier 1,40.75,500000-800000
Cust_740,32,Uttar Pradesh,Tier 1,19.76,800000-1200000
Cust_741,35,Maharashtra,Tier 1,31,1200000+
Cust_742,32,Rajasthan,Metro,73.52,300000-500000
Cust_743,33,Uttar Pradesh,Tier 1,21.34,500000-800000
Cust_744,34,Rajasthan,Metro,67.46,500000-800000
Cust_745,31,Madhya Pradesh,Tier 2,22.66,150000-300000
Cust_746,35,Maharashtra,Tier 2,36.5,150000-300000
Cust_747,32,Rajasthan,Tier 1,43.82,300000-500000
Cust_748,68,Delhi,Tier 1,18.49,300000-500000
Cust_749,45,Madhya Pradesh,Tier 1,12.37,300000-500000
Cust_750,41,Tamil Nadu,Tier 3,57.89,1200000+
Cust_751,26,Karnataka,Tier 2,27.68,150000-300000
Cust_752,73,Karnataka,Metro,13.92,300000-500000
Cust_753,48,Uttar Pradesh,Tier 2,8.34,150000-300000
Cust_754,28,Karnataka,Tier 2,15.47,500000-800000
Cust_755,29,Maharashtra,Tier 3,12.95,500000-800000
Cust_756,56,Gujarat,Tier 3,29.07,1200000+
Cust_757,74,Delhi,Tier 1,34.81,150000-300000
Cust_758,56,Delhi,Tier 2,7.34,500000-800000
Cust_759,50,Karnataka,Tier 3,78.21,150000-300000
Cust_760,75,Madhya Pradesh,Tier 3,26.82,300000-500000
Cust_761,80,Uttar Pradesh,Metro,6.69,300000-500000
Cust_762,58,Gujarat,Tier 1,59.16,800000-1200000
Cust_763,35,Gujarat,Tier 2,44.14,500000-800000
Cust_764,59,Uttar Pradesh,Metro,53.97,500000-800000
Cust_765,34,Gujarat,Tier 3,9.28,300000-500000
Cust_766,56,Delhi,Tier 1,23.19,800000-1200000
Cust_767,20,Punjab,Tier 1,46.19,500000-800000
Cust_768,41,Madhya Pradesh,Tier 2,76.43,800000-1200000
Cust_769,27,West Bengal,Tier 3,56.66,300000-500000
Cust_770,57,Gujarat,Tier 2,5.15,500000-800000
Cust_771,51,Delhi,Tier 3,26.16,300000-500000
Cust_772,58,Madhya Pradesh,Metro,58.97,300000-500000
Cust_773,27,West Bengal,Metro,13.01,800000-1200000
Cust_774,60,Punjab,Metro,75.06,1200000+
Cust_775,79,Tamil Nadu,Metro,61.22,500000-800000
Cust_776,46,Karnataka,Metro,15.6,300000-500000
Cust_777,69,Punjab,Tier 2,77.14,300000-500000
Cust_778,53,Tamil Nadu,Tier 3,77.06,150000-300000
Cust_779,54,Gujarat,Tier 3,29.65,800000-1200000
Cust_780,50,West Bengal,Metro,56.16,300000-500000
Cust_781,45,West Bengal,Tier 1,25.92,300000-500000
Cust_782,63,Maharashtra,Tier 2,52.11,300000-500000
Cust_783,41,Punjab,Tier 1,19.2,500000-800000
Cust_784,33,Maharashtra,Metro,36.25,300000-500000
Cust_785,70,Karnataka,Metro,53,500000-800000
Cust_786,57,Punjab,Tier 2,58.52,150000-300000
Cust_787,52,Karnataka,Tier 3,61.23,300000-500000
Cust_788,30,Tamil Nadu,Tier 2,45.89,800000-1200000
Cust_789,51,Karnataka,Tier 2,23.5,500000-800000
Cust_790,72,Gujarat,Metro,18.34,500000-800000
Cust_791,61,Rajasthan,Tier 2,47.96,300000-500000
Cust_792,71,Karnataka,Tier 1,41.66,300000-500000
Cust_793,33,Delhi,Metro,9.66,800000-1200000
Cust_794,23,Delhi,Tier 3,73.48,500000-800000
Cust_795,66,Karnataka,Tier 1,38.5,500000-800000
Cust_796,35,Madhya Pradesh,Tier 3,8.76,1200000+
Cust_797,33,West Bengal,Tier 3,62.6,300000-500000
Cust_798,46,Delhi,Tier 3,69.63,150000-300000
Cust_799,31,Rajasthan,Tier 2,7.85,300000-500000
Cust_800,40,Uttar Pradesh,Metro,76.24,300000-500000
Cust_801,33,Uttar Pradesh,Tier 1,45.91,300000-500000
Cust_802,64,Delhi,Metro,10.39,300000-500000
Cust_803,41,Punjab,Tier 2,26.08,300000-500000
Cust_804,41,Madhya Pradesh,Tier 1,75.52,150000-300000
Cust_805,79,Tamil Nadu,Tier 1,47.46,150000-300000
Cust_806,31,Tamil Nadu,Metro,11.79,500000-800000
Cust_807,34,Karnataka,Metro,43.89,300000-500000
Cust_808,48,Delhi,Tier 3,74.73,150000-300000
Cust_809,64,Tamil Nadu,Metro,68.47,300000-500000
Cust_810,32,Rajasthan,Tier 2,67.94,300000-500000
Cust_811,32,Maharashtra,Tier 1,27.17,800000-1200000
Cust_812,38,Madhya Pradesh,Tier 1,26.29,500000-800000
Cust_813,38,Gujarat,Tier 1,68.27,800000-1200000
Cust_814,75,Uttar Pradesh,Metro,56.79,150000-300000
Cust_815,55,Delhi,Tier 2,69.37,300000-500000
Cust_816,27,Delhi,Tier 3,37.96,150000-300000
Cust_817,53,Rajasthan,Tier 2,52.08,150000-300000
Cust_818,72,Rajasthan,Metro,19.29,150000-300000
Cust_819,33,Punjab,Tier 3,18.93,800000-1200000
Cust_820,33,Gujarat,Metro,41.79,500000-800000
Cust_821,38,Delhi,Tier 3,22.6,500000-800000
Cust_822,35,Madhya Pradesh,Tier 1,22.58,300000-500000
Cust_823,69,Tamil Nadu,Tier 2,63.71,500000-800000
Cust_824,46,Uttar Pradesh,Tier 2,77.11,300000-500000
Cust_825,76,Karnataka,Tier 3,23.54,500000-800000
Cust_826,38,Uttar Pradesh,Tier 2,25.79,150000-300000
Cust_827,27,Madhya Pradesh,Tier 3,71.88,500000-800000
Cust_828,75,Uttar Pradesh,Tier 3,65.07,300000-500000
Cust_829,31,Gujarat,Metro,76.16,500000-800000
Cust_830,44,West Bengal,Tier 2,28.29,1200000+
Cust_831,74,Uttar Pradesh,Tier 2,52.63,800000-1200000
Cust_832,26,Punjab,Metro,23.4,300000-500000
Cust_833,67,Uttar Pradesh,Tier 3,14.27,300000-500000
Cust_834,27,Tamil Nadu,Tier 3,10.82,300000-500000
Cust_835,78,Karnataka,Tier 2,69.88,300000-500000
Cust_836,56,West Bengal,Tier 2,52.16,300000-500000
Cust_837,32,Gujarat,Tier 2,69.94,300000-500000
Cust_838,40,Madhya Pradesh,Tier 1,32.59,300000-500000
Cust_839,57,Gujarat,Tier 2,5.32,500000-800000
Cust_840,61,Rajasthan,Tier 1,76.85,150000-300000
Cust_841,31,West Bengal,Tier 1,44.97,500000-800000
Cust_842,51,Karnataka,Tier 2,10.18,150000-300000
Cust_843,63,Maharashtra,Tier 2,57.2,300000-500000
Cust_844,59,Delhi,Tier 1,33.37,800000-1200000
Cust_845,41,Madhya Pradesh,Metro,43.64,800000-1200000
Cust_846,59,Rajasthan,Tier 2,25.68,300000-500000
Cust_847,41,Maharashtra,Metro,37.27,300000-500000
Cust_848,52,West Bengal,Tier 1,76.46,800000-1200000
Cust_849,35,Maharashtra,Metro,71.07,150000-300000
Cust_850,49,Gujarat,Tier 1,50.78,150000-300000
Cust_851,34,Gujarat,Metro,77.69,300000-500000
Cust_852,76,Uttar Pradesh,Tier 2,45.29,800000-1200000
Cust_853,67,Madhya Pradesh,Tier 3,5.25,150000-300000
Cust_854,35,Madhya Pradesh,Tier 2,56.68,300000-500000
Cust_855,65,Rajasthan,Tier 3,35.4,800000-1200000
Cust_856,57,Gujarat,Tier 3,72.58,800000-1200000
Cust_857,62,Maharashtra,Metro,66.94,1200000+
Cust_858,56,Maharashtra,Tier 3,56.85,150000-300000
Cust_859,21,Maharashtra,Metro,63.61,500000-800000
Cust_860,76,West Bengal,Tier 3,9.45,500000-800000
Cust_861,41,Delhi,Tier 1,16.81,800000-1200000
Cust_862,53,Uttar Pradesh,Tier 3,40.41,800000-1200000
Cust_863,60,Tamil Nadu,Tier 3,77.59,300000-500000
Cust_864,32,Uttar Pradesh,Tier 1,61.9,500000-800000
Cust_865,50,Delhi,Tier 1,24.18,300000-500000
Cust_866,21,Madhya Pradesh,Tier 3,32.68,300000-500000
Cust_867,64,Rajasthan,Metro,18.12,800000-1200000
Cust_868,27,Tamil Nadu,Tier 2,74.7,150000-300000
Cust_869,35,Uttar Pradesh,Metro,74.23,300000-500000
Cust_870,66,Maharashtra,Metro,33.38,150000-300000
Cust_871,30,Delhi,Tier 1,68.3,300000-500000
Cust_872,55,Karnataka,Tier 3,77.94,500000-800000
Cust_873,29,Gujarat,Tier 3,56.49,800000-1200000
Cust_874,25,West Bengal,Metro,41.58,300000-500000
Cust_875,51,Punjab,Tier 3,5.12,300000-500000
Cust_876,38,Maharashtra,Tier 2,13.03,1200000+
Cust_877,33,Delhi,Tier 1,50.77,300000-500000
Cust_878,37,Tamil Nadu,Tier 1,5.16,300000-500000
Cust_879,28,Tamil Nadu,Tier 1,12.29,800000-1200000
Cust_880,54,Madhya Pradesh,Tier 3,77.38,500000-800000
Cust_881,42,Madhya Pradesh,Metro,17.18,150000-300000
Cust_882,73,Punjab,Tier 1,47.55,800000-1200000
Cust_883,30,Maharashtra,Tier 3,55.22,300000-500000
Cust_884,29,Delhi,Tier 3,78.09,300000-500000
Cust_885,19,Gujarat,Tier 1,32.39,500000-800000
Cust_886,34,Punjab,Metro,29.44,800000-1200000
Cust_887,40,Madhya Pradesh,Tier 2,67.25,150000-300000
Cust_888,53,Rajasthan,Tier 1,9.89,300000-500000
Cust_889,62,Maharashtra,Tier 2,34.87,150000-300000
Cust_890,37,Karnataka,Tier 3,33.71,300000-500000
Cust_891,69,Delhi,Tier 2,59.43,150000-300000
Cust_892,33,Karnataka,Tier 1,22.15,300000-500000
Cust_893,51,Rajasthan,Tier 3,22.89,150000-300000
Cust_894,34,Tamil Nadu,Tier 2,77.06,500000-800000
Cust_895,62,Punjab,Tier 3,26.52,500000-800000
Cust_896,67,Punjab,Tier 2,6.34,300000-500000
Cust_897,50,Tamil Nadu,Metro,59.19,300000-500000
Cust_898,66,Karnataka,Metro,79.56,300000-500000
Cust_899,76,Uttar Pradesh,Tier 1,25.44,1200000+
Cust_900,80,Madhya Pradesh,Tier 2,38.79,300000-500000
Cust_901,35,Tamil Nadu,Tier 1,47.96,800000-1200000
Cust_902,76,Tamil Nadu,Metro,71.09,300000-500000
